ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT1
17222,70000,2,2,2,25,69455
17223,120000,2,1,2,26,103452
17224,20000,2,1,2,26,17040
17225,20000,2,2,2,22,9848
17226,170000,2,2,2,23,8806
17227,130000,2,2,2,24,121720
17228,180000,2,3,2,32,183512
17229,240000,2,2,2,30,89009
17230,50000,2,2,1,27,50544
17231,1.00E+05,2,1,1,39,94732
17232,80000,2,1,2,33,73397
17233,10000,2,2,3,46,5997
17234,50000,2,2,2,35,48818
17235,80000,2,2,1,35,22001
17236,40000,2,3,1,39,22241
17237,90000,2,2,1,40,96249
17238,170000,2,3,1,40,69602
17239,50000,2,3,2,49,101590
17240,10000,2,2,1,41,2400
17241,70000,2,3,1,34,76023
17242,20000,2,2,2,38,15925
17243,120000,2,2,2,36,3225
17244,110000,2,2,1,38,105433
17245,50000,2,2,1,36,44897
17246,110000,2,2,2,34,10827
17247,50000,2,2,1,37,51377
17248,360000,2,1,2,31,2500
17249,20000,2,2,1,38,18666
17250,180000,2,1,1,42,79216
17251,1.00E+05,2,2,1,37,100253
17252,20000,2,3,1,37,15829
17253,150000,2,3,1,39,151664
17254,60000,2,2,1,27,40831
17255,80000,2,1,2,29,25248
17256,60000,2,3,1,47,20347
17257,20000,2,3,1,43,18310
17258,110000,2,2,2,33,104151
17259,1.00E+05,2,3,1,41,77208
17260,280000,2,2,1,37,198823
17261,130000,2,3,2,36,127544
17262,50000,2,3,2,29,47815
17263,60000,2,2,1,33,50696
17264,70000,2,3,1,34,43071
17265,240000,2,2,1,46,177221
17266,310000,2,2,2,31,137171
17267,20000,2,3,2,33,20023
17268,50000,2,2,1,37,29969
17269,50000,2,3,2,33,25922
17270,130000,2,2,1,34,99891
17271,230000,2,2,2,30,62988
17272,380000,2,2,1,31,3491
17273,160000,2,3,2,32,56099
17274,20000,2,3,1,32,17930
17275,150000,2,1,2,33,1911
17276,90000,2,1,2,32,1560
17277,4.00E+05,2,1,1,33,0
17278,70000,2,2,1,34,66946
17279,50000,2,2,1,34,43664
17280,30000,2,2,1,35,0
17281,20000,2,2,1,46,19113
17282,20000,2,3,2,39,8720
17283,130000,2,3,1,37,0
17284,80000,2,1,1,41,73863
17285,360000,2,1,1,41,0
17286,120000,2,3,0,47,1576
17287,2.00E+05,2,3,1,41,184133
17288,150000,2,2,1,38,6829
17289,50000,2,2,2,44,27200
17290,170000,2,3,1,40,179399
17291,230000,2,2,1,34,205530
17292,50000,2,2,2,46,25119
17293,280000,2,1,1,36,157424
17294,50000,2,2,1,44,13226
17295,30000,2,3,1,31,30057
17296,360000,2,1,1,32,0
17297,4.00E+05,2,2,2,32,6464
17298,80000,2,3,2,33,107044
17299,150000,2,2,2,34,18631
17300,260000,2,2,1,36,59127
17301,110000,2,3,1,39,107441
17302,50000,2,1,1,41,47739
17303,3.00E+05,2,2,2,40,10626
17304,20000,2,2,1,37,16429
17305,290000,2,2,2,37,140599
17306,120000,2,2,1,45,380
17307,20000,2,2,2,40,295
17308,360000,2,2,2,36,0
17309,150000,2,1,1,41,7939
17310,1.00E+05,2,1,1,42,99184
17311,170000,2,1,1,45,73326
17312,2.00E+05,2,3,2,49,0
17313,60000,2,3,1,48,4823
17314,80000,2,2,1,29,19578
17315,40000,2,3,1,30,40672
17316,50000,2,1,1,30,49061
17317,50000,2,3,2,39,20039
17318,40000,2,2,1,39,500
17319,120000,2,2,2,25,94635
17320,2.00E+05,2,1,2,25,133797
17321,30000,2,2,2,29,22501
17322,260000,2,5,1,33,2229
17323,390000,2,2,2,31,103061
17324,140000,2,1,1,31,159164
17325,150000,2,2,2,32,81341
17326,30000,2,3,1,32,30096
17327,90000,2,2,3,36,91337
17328,150000,2,2,1,39,16878
17329,30000,2,2,1,39,22215
17330,2.00E+05,2,2,2,36,138636
17331,30000,2,1,2,38,1232
17332,30000,2,3,1,48,14834
17333,50000,2,2,1,29,20103
17334,310000,2,2,1,29,26597
17335,5.00E+05,2,1,1,37,0
17336,5.00E+05,2,3,1,36,27866
17337,3.00E+05,2,2,1,36,6447
17338,430000,2,3,2,30,200364
17339,30000,2,1,1,30,3836
17340,30000,2,3,2,31,26667
17341,2.00E+05,2,1,2,32,0
17342,130000,2,3,1,32,126741
17343,120000,2,1,2,33,2446
17344,170000,2,2,2,31,20625
17345,210000,2,1,1,34,8289
17346,130000,2,2,1,34,41379
17347,420000,2,2,1,35,67877
17348,180000,2,2,1,39,130374
17349,240000,2,2,2,40,127919
17350,1.00E+05,2,2,1,44,76725
17351,130000,2,3,2,45,38222
17352,20000,2,2,1,43,11501
17353,50000,2,2,2,46,46746
17354,70000,2,2,1,38,19500
17355,30000,2,3,1,41,1688
17356,50000,2,3,1,48,41842
17357,5.00E+05,2,3,1,41,119455
17358,2.00E+05,2,1,2,41,504
17359,120000,2,2,1,42,25809
17360,2.00E+05,2,2,1,49,75853
17361,150000,2,2,2,36,93658
17362,1.00E+05,2,2,1,42,3256
17363,50000,2,2,2,38,7980
17364,50000,2,2,1,36,47222
17365,50000,2,1,1,43,49819
17366,550000,2,1,2,33,337733
17367,30000,2,2,1,35,0
17368,150000,2,3,1,39,5211
17369,140000,2,2,2,27,119692
17370,50000,2,2,2,48,55329
17371,160000,2,3,2,39,156000
17372,50000,2,2,1,26,1804
17373,50000,2,1,1,28,27888
17374,110000,2,1,2,33,0
17375,50000,2,3,1,46,46677
17376,350000,2,2,2,31,279767
17377,70000,2,2,1,42,24133
17378,210000,2,1,1,38,0
17379,180000,2,2,1,36,20138
17380,30000,2,3,1,28,12430
17381,630000,2,1,1,31,447263
17382,220000,2,2,1,41,143660
17383,280000,2,1,1,44,230931
17384,340000,2,2,1,40,244451
17385,180000,2,1,2,33,416
17386,250000,2,2,1,35,7379
17387,20000,2,2,2,48,17100
17388,140000,2,2,1,40,102502
17389,130000,2,2,2,44,72181
17390,120000,2,1,1,38,65645
17391,360000,2,1,1,42,0
17392,240000,2,2,1,43,50120
17393,310000,2,2,1,40,3268
17394,1.00E+05,2,3,1,46,43677
17395,2.00E+05,2,1,1,37,1324
17396,80000,2,2,1,29,72674
17397,210000,2,1,2,32,19959
17398,180000,2,1,2,31,0
17399,70000,2,2,1,33,66701
17400,60000,2,2,2,36,57724
17401,2.00E+05,2,1,1,49,950
17402,50000,2,2,2,48,879
17403,50000,2,3,1,46,8354
17404,70000,2,2,1,41,68953
17405,130000,2,2,1,48,23575
17406,140000,2,2,1,47,0
17407,350000,2,3,1,36,42548
17408,150000,2,1,2,30,7674
17409,50000,2,2,1,39,32802
17410,50000,2,3,1,47,38909
17411,30000,2,2,2,36,11896
17412,20000,2,3,1,38,15894
17413,50000,2,2,2,33,26740
17414,30000,2,2,2,47,15089
17415,230000,2,0,2,47,8394
17416,70000,2,3,1,43,85863
17417,30000,2,2,2,49,15013
17418,150000,2,3,1,33,147350
17419,40000,2,2,1,38,19537
17420,250000,2,2,1,31,142905
17421,2.00E+05,2,2,1,46,30783
17422,190000,2,2,1,31,0
17423,390000,2,1,1,33,5602
17424,20000,2,3,1,36,14822
17425,2.00E+05,2,2,1,47,193229
17426,60000,2,2,1,38,58890
17427,30000,2,2,2,39,28144
17428,230000,2,2,2,38,845
17429,130000,2,2,1,33,84963
17430,140000,2,2,1,44,127254
17431,360000,2,1,1,45,0
17432,20000,2,1,2,31,6186
17433,1.00E+05,2,2,2,35,1046
17434,210000,2,2,2,45,0
17435,50000,2,3,1,32,1442
17436,380000,2,1,1,44,365023
17437,50000,2,1,2,39,47381
17438,2.00E+05,2,2,2,30,4690
17439,50000,2,1,1,30,46791
17440,150000,2,1,1,31,138121
17441,30000,2,2,1,32,17168
17442,30000,2,2,2,34,29678
17443,110000,2,2,1,39,132062
17444,30000,2,2,1,38,19707
17445,130000,2,2,1,39,0
17446,260000,2,2,1,39,238601
17447,30000,2,2,1,43,28264
17448,220000,2,2,2,47,137736
17449,120000,2,1,1,33,35563
17450,1.00E+05,2,2,2,43,51146
17451,1.00E+05,2,2,1,38,88231
17452,70000,2,2,2,44,79696
17453,20000,2,2,1,46,13254
17454,320000,2,1,1,36,7868
17455,210000,2,2,1,45,209495
17456,90000,2,3,1,37,78159
17457,120000,2,3,1,36,91914
17458,360000,2,2,1,35,127548
17459,140000,2,3,1,30,93157
17460,3.00E+05,2,1,1,32,3092
17461,90000,2,2,1,43,390
17462,170000,2,3,2,44,0
17463,190000,2,2,1,46,140626
17464,140000,2,2,1,40,815
17465,2.00E+05,2,1,1,37,37958
17466,5.00E+05,2,2,1,43,53477
17467,3.00E+05,2,1,1,38,2884
17468,180000,2,2,2,29,151652
17469,360000,2,3,1,44,2877
17470,90000,2,2,1,32,68248
17471,150000,2,2,1,44,0
17472,5.00E+05,2,1,1,30,224387
17473,80000,2,2,2,29,24822
17474,10000,2,3,2,46,4474
17475,180000,2,1,1,46,9509
17476,150000,2,5,2,36,144833
17477,80000,2,1,1,44,14686
17478,60000,2,2,1,30,14135
17479,240000,2,1,1,35,380
17480,50000,2,3,1,35,10458
17481,230000,2,1,2,33,19518
17482,40000,2,2,2,33,34253
17483,250000,2,2,1,33,2500
17484,50000,2,2,1,32,51132
17485,120000,2,3,1,39,49437
17486,50000,2,3,2,41,23043
17487,60000,2,2,1,38,55120
17488,160000,2,3,2,35,92509
17489,50000,2,2,1,43,17870
17490,4.00E+05,2,1,1,48,1908
17491,50000,2,2,3,39,49005
17492,1.00E+05,2,3,2,31,15856
17493,1.00E+05,2,2,2,34,22173
17494,360000,2,1,2,35,1555
17495,30000,2,3,2,41,12001
17496,50000,2,2,1,32,36062
17497,80000,2,2,1,28,52062
17498,150000,2,2,2,28,326
17499,10000,2,3,1,33,7708
17500,2.00E+05,2,2,1,35,3773
17501,30000,2,2,2,42,836
17502,220000,2,1,1,37,152197
17503,180000,2,1,2,28,161694
17504,220000,2,1,2,30,204491
17505,220000,2,1,2,29,0
17506,390000,2,2,2,33,45818
17507,350000,2,2,1,36,0
17508,560000,2,2,1,45,374663
17509,240000,2,1,1,37,173677
17510,410000,2,2,1,43,6917
17511,90000,2,2,2,36,0
17512,30000,2,1,2,31,28803
17513,40000,2,2,1,33,23734
17514,60000,2,2,2,46,39518
17515,390000,2,2,1,41,216622
17516,130000,2,2,1,35,80713
17517,90000,2,2,2,32,27565
17518,3.00E+05,2,2,1,36,147051
17519,220000,2,1,1,33,204205
17520,20000,2,1,2,33,11391
17521,140000,2,3,1,35,119184
17522,150000,2,6,1,47,89327
17523,120000,2,3,1,44,16735
17524,2.00E+05,2,2,1,37,7841
17525,20000,2,2,1,40,4314
17526,110000,2,2,1,41,23078
17527,290000,2,2,2,34,305781
17528,210000,2,3,1,45,124147
17529,370000,2,2,2,40,11403
17530,80000,2,3,0,41,69964
17531,2.00E+05,2,3,1,42,1261
17532,180000,2,2,1,35,1264
17533,260000,2,2,2,35,131211
17534,50000,2,2,1,43,17102
17535,150000,2,3,1,40,5916
17536,190000,2,3,1,45,76433
17537,160000,2,2,2,42,13849
17538,180000,2,2,1,37,107337
17539,130000,2,2,2,32,7469
17540,30000,2,2,1,47,27119
17541,1.00E+05,2,2,1,36,32196
17542,20000,2,2,2,37,16174
17543,1.00E+05,2,2,1,43,1597
17544,20000,2,2,1,40,10470
17545,20000,2,2,1,35,5890
17546,20000,2,3,2,48,17332
17547,50000,2,3,1,42,31422
17548,110000,2,2,1,38,41619
17549,60000,2,2,1,48,50806
17550,50000,2,2,2,35,50421
17551,2.00E+05,2,1,2,40,185696
17552,360000,2,2,1,48,0
17553,110000,2,2,1,35,46640
17554,230000,2,2,1,46,207
17555,180000,2,2,2,39,2875
17556,180000,2,2,2,31,0
17557,50000,2,2,2,42,48080
17558,570000,2,1,1,39,2394
17559,30000,2,2,1,45,13440
17560,140000,2,2,1,46,264
17561,50000,2,2,1,44,3351
17562,50000,2,1,1,35,44487
17563,120000,2,1,2,35,0
17564,120000,2,1,2,35,2776
17565,50000,2,2,2,45,330
17566,180000,2,2,1,40,899
17567,80000,2,3,1,42,71650
17568,3.00E+05,2,1,1,43,0
17569,80000,2,1,1,37,1330
17570,70000,2,2,2,34,71332
17571,320000,2,2,1,40,96225
17572,5.00E+05,2,1,2,35,12590
17573,250000,2,1,2,35,4807
17574,230000,2,2,1,46,8136
17575,80000,2,3,1,45,35401
17576,170000,2,2,1,40,193
17577,110000,2,3,0,31,89955
17578,240000,2,1,2,31,43601
17579,150000,2,3,1,46,61510
17580,90000,2,3,1,37,91193
17581,1.00E+05,2,2,1,36,101483
17582,30000,2,2,1,42,30149
17583,80000,2,2,1,40,80934
17584,260000,2,2,1,49,8046
17585,2.00E+05,2,3,1,43,623
17586,20000,2,3,1,39,15307
17587,160000,2,1,2,31,1494
17588,70000,2,2,2,38,21047
17589,20000,2,2,1,43,6459
17590,2.00E+05,2,1,1,45,632
17591,440000,2,3,1,49,386288
17592,20000,2,3,1,43,20461
17593,110000,2,1,1,35,107905
17594,130000,2,3,1,44,122264
17595,50000,2,2,1,33,40738
17596,290000,2,1,1,35,0
17597,480000,2,2,1,38,4658
17598,310000,2,1,2,29,976
17599,30000,2,2,1,30,24061
17600,5.00E+05,2,4,1,39,0
17601,80000,2,2,2,31,51160
17602,1.00E+05,2,2,1,32,74136
17603,70000,2,3,1,37,74117
17604,210000,2,2,1,43,91152
17605,180000,2,3,1,43,780
17606,50000,2,2,1,43,51229
17607,60000,2,1,2,34,39505
17608,50000,2,2,1,40,4860
17609,70000,2,3,1,38,59020
17610,50000,2,2,2,36,81793
17611,350000,2,1,1,42,360
17612,170000,2,2,1,45,156993
17613,180000,2,2,1,32,146549
17614,220000,2,1,2,30,213525
17615,80000,2,3,1,30,40654
17616,360000,2,2,1,33,30198
17617,5.00E+05,2,1,2,31,1779
17618,410000,2,1,2,31,309531
17619,80000,2,1,1,32,4927
17620,180000,2,1,2,33,118656
17621,280000,2,1,2,31,410
17622,20000,2,1,2,31,416
17623,30000,2,2,2,31,29078
17624,2.00E+05,2,1,1,31,1203
17625,180000,2,1,2,32,10831
17626,140000,2,1,2,33,130104
17627,130000,2,2,2,29,86584
17628,20000,2,2,1,30,3366
17629,120000,2,1,2,29,632
17630,50000,2,2,2,30,35758
17631,310000,2,2,1,30,13768
17632,420000,2,1,2,30,46209
17633,60000,2,2,2,30,10809
17634,140000,2,1,1,30,0
17635,80000,2,2,2,30,56761
17636,220000,2,2,1,31,79226
17637,360000,2,2,1,33,11596
17638,290000,2,1,2,29,10370
17639,260000,2,1,2,30,96549
17640,170000,2,1,2,29,24717
17641,2.00E+05,2,1,2,34,0
17642,140000,2,2,1,35,127794
17643,170000,2,2,2,39,161277
17644,220000,2,1,1,45,142389
17645,230000,2,1,1,44,756
17646,360000,2,3,2,38,1638
17647,340000,2,1,1,36,242518
17648,360000,2,1,1,37,0
17649,90000,2,3,2,42,91240
17650,130000,2,2,1,47,123896
17651,80000,2,2,1,41,390
17652,4.00E+05,2,1,1,41,104083
17653,240000,2,2,2,43,225159
17654,10000,2,2,1,46,7660
17655,240000,2,1,1,41,3087
17656,130000,2,1,1,40,989
17657,20000,2,3,1,44,20313
17658,80000,2,2,1,40,37123
17659,250000,2,2,1,39,210262
17660,30000,2,2,1,44,28864
17661,280000,2,2,1,42,255527
17662,290000,2,2,1,49,0
17663,5.00E+05,2,3,2,46,24239
17664,80000,2,2,1,40,63340
17665,120000,2,2,1,47,97989
17666,80000,2,2,1,48,49526
17667,210000,2,2,2,41,227271
17668,1.00E+05,2,2,2,30,96604
17669,210000,2,1,1,41,0
17670,5.00E+05,2,2,1,44,193136
17671,230000,2,1,1,39,63370
17672,110000,2,2,1,40,23303
17673,210000,2,1,1,46,112901
17674,320000,2,2,2,35,61687
17675,140000,2,2,2,37,143118
17676,40000,2,1,1,48,38549
17677,280000,2,1,1,35,47
17678,220000,2,1,1,47,210753
17679,250000,2,2,1,37,59023
17680,70000,2,1,2,34,36467
17681,70000,2,1,1,35,59795
17682,3.00E+05,2,1,1,47,514
17683,50000,2,3,1,40,117191
17684,70000,2,1,2,36,79640
17685,50000,2,3,1,35,49930
17686,250000,2,2,1,35,92966
17687,120000,2,2,1,34,119287
17688,70000,2,1,1,35,51143
17689,440000,2,1,1,40,416044
17690,280000,2,1,1,41,96590
17691,360000,2,1,1,42,174857
17692,150000,2,1,1,43,885
17693,3.00E+05,2,3,2,44,0
17694,20000,2,2,1,42,8395
17695,380000,2,2,1,38,12538
17696,340000,2,2,1,44,240851
17697,210000,2,2,2,41,165425
17698,60000,2,2,1,41,56483
17699,130000,2,1,1,46,15393
17700,340000,2,1,1,43,15928
17701,170000,2,2,1,49,12769
17702,360000,2,2,1,43,9011
17703,60000,2,2,1,35,3167
17704,360000,2,1,1,37,5625
17705,280000,2,2,1,41,9551
17706,240000,2,1,1,34,2799
17707,120000,2,1,2,34,17067
17708,90000,2,1,2,33,92725
17709,1.00E+05,2,1,1,34,101620
17710,410000,2,1,1,34,0
17711,190000,2,1,1,43,191869
17712,220000,2,1,1,36,184765
17713,90000,2,2,2,44,15089
17714,120000,2,1,2,30,170263
17715,10000,2,3,2,50,600
17716,5.00E+05,2,1,1,50,378981
17717,120000,2,2,1,51,4777
17718,120000,2,2,1,50,38261
17719,220000,2,1,1,51,2262
17720,240000,2,2,1,50,978
17721,150000,2,1,2,36,0
17722,5.00E+05,2,1,1,50,21794
17723,150000,2,1,1,50,6350
17724,60000,2,2,1,49,58928
17725,30000,2,3,1,50,29468
17726,320000,2,2,1,53,319711
17727,470000,2,1,1,61,228
17728,440000,2,1,2,51,26106
17729,50000,2,2,1,51,44664
17730,220000,2,2,1,51,36022
17731,360000,2,1,1,54,0
17732,90000,2,3,1,58,5563
17733,50000,2,3,2,60,46554
17734,50000,2,2,1,56,50586
17735,290000,2,3,1,58,68445
17736,350000,2,2,1,50,263390
17737,110000,2,3,1,52,23969
17738,40000,2,2,1,53,4621
17739,50000,2,3,1,59,0
17740,110000,2,1,1,55,632
17741,360000,2,3,1,70,1960
17742,2.00E+05,2,3,2,63,632
17743,140000,2,2,2,53,8068
17744,80000,2,2,2,61,0
17745,260000,2,2,1,56,2338
17746,340000,2,1,1,56,5610
17747,30000,2,2,1,58,11223
17748,30000,2,3,1,54,22147
17749,440000,2,3,1,50,250825
17750,10000,2,3,1,52,2465
17751,230000,2,2,1,55,7302
17752,50000,2,3,1,61,2020
17753,150000,2,2,3,54,138765
17754,330000,2,3,1,55,21333
17755,370000,2,3,2,50,48303
17756,130000,2,3,2,53,101156
17757,10000,2,3,1,51,2400
17758,360000,2,2,1,54,277688
17759,20000,2,3,1,61,0
17760,180000,2,3,2,52,173065
17761,80000,2,3,1,62,36088
17762,50000,2,2,1,55,41696
17763,150000,2,1,2,64,157231
17764,30000,2,3,1,56,25158
17765,50000,2,3,1,52,5976
17766,20000,2,2,3,56,17977
17767,130000,2,3,2,55,116336
17768,320000,2,3,2,53,188373
17769,3.00E+05,2,3,1,62,0
17770,330000,2,1,1,53,304922
17771,50000,2,2,2,53,51320
17772,70000,2,3,2,60,10083
17773,70000,2,3,3,58,70012
17774,1.00E+05,2,3,1,58,96821
17775,110000,2,2,1,54,95090
17776,1.00E+05,2,2,1,58,86654
17777,160000,2,3,1,53,0
17778,70000,2,3,2,55,4664
17779,60000,2,2,1,59,54506
17780,80000,2,2,1,61,74156
17781,1.00E+05,2,3,1,60,2178
17782,230000,2,1,1,66,0
17783,60000,2,3,3,64,15463
17784,160000,2,2,1,58,1443
17785,30000,2,2,1,55,13532
17786,310000,2,1,1,62,327289
17787,60000,1,2,1,46,57487
17788,50000,1,2,1,64,28433
17789,140000,1,3,1,58,98985
17790,20000,1,2,2,27,780
17791,10000,1,2,2,38,0
17792,80000,1,2,2,29,10278
17793,50000,1,3,2,24,40751
17794,160000,2,2,1,51,65312
17795,5.00E+05,2,1,2,51,0
17796,470000,2,2,1,54,358581
17797,210000,2,1,1,54,1494
17798,50000,1,3,2,23,1789
17799,30000,1,1,2,24,29015
17800,50000,1,1,2,23,18666
17801,80000,1,1,2,24,77225
17802,30000,1,2,1,23,27172
17803,80000,1,5,2,24,52991
17804,150000,1,1,2,28,5797
17805,170000,1,2,2,27,169106
17806,220000,1,2,2,30,15872
17807,30000,1,2,2,35,18915
17808,1.00E+05,1,2,2,23,291
17809,10000,1,2,2,24,1050
17810,140000,1,2,2,24,6312
17811,50000,1,2,2,24,25932
17812,20000,1,2,2,22,8785
17813,10000,1,2,2,22,6829
17814,50000,1,2,2,24,49989
17815,10000,1,3,2,22,0
17816,30000,1,2,2,23,30620
17817,50000,1,2,2,23,49283
17818,1.00E+05,1,2,2,24,87478
17819,20000,1,3,2,24,18661
17820,20000,1,2,2,25,17584
17821,1.00E+05,1,2,2,25,49199
17822,50000,1,2,2,25,15491
17823,1.00E+05,1,1,2,24,33921
17824,30000,1,3,2,25,23421
17825,50000,1,2,1,25,42238
17826,50000,1,2,2,25,0
17827,50000,1,1,2,25,60200
17828,50000,1,5,2,23,42407
17829,50000,1,1,2,25,48848
17830,50000,1,2,2,25,50547
17831,380000,1,2,2,26,64900
17832,50000,1,1,2,24,5524
17833,30000,1,2,2,24,31529
17834,150000,1,2,1,25,890
17835,180000,1,2,2,25,12891
17836,80000,1,3,2,26,79558
17837,110000,1,2,2,24,98428
17838,30000,1,3,2,25,23075
17839,110000,1,2,2,25,23459
17840,280000,1,2,2,26,51951
17841,10000,1,2,2,23,5583
17842,10000,1,2,2,23,1473
17843,20000,1,2,2,24,16239
17844,170000,1,2,2,26,85914
17845,20000,1,3,2,26,21667
17846,130000,1,2,2,22,120479
17847,2.00E+05,1,1,2,26,196979
17848,250000,1,2,2,26,115497
17849,80000,1,2,2,27,48329
17850,180000,1,1,2,27,3210
17851,120000,1,2,2,28,70124
17852,20000,1,2,2,26,16167
17853,150000,1,1,2,26,26443
17854,190000,1,2,2,26,2204
17855,210000,1,1,2,27,42585
17856,180000,1,2,2,27,147310
17857,50000,1,2,2,28,48431
17858,140000,1,1,2,25,92465
17859,80000,1,2,2,26,2970
17860,80000,1,2,2,27,81752
17861,80000,1,2,2,25,76915
17862,20000,1,2,2,28,8723
17863,10000,1,2,1,26,2400
17864,30000,1,2,2,26,14773
17865,240000,1,1,2,27,19365
17866,50000,1,2,2,28,0
17867,90000,1,2,2,26,481
17868,60000,1,1,2,28,40784
17869,1.00E+05,1,2,2,28,9125
17870,120000,1,1,2,28,4660
17871,10000,1,2,1,28,1474
17872,70000,1,2,2,28,26357
17873,60000,1,1,2,28,26129
17874,130000,1,1,2,29,120000
17875,30000,1,3,1,30,2400
17876,360000,1,1,2,30,2020
17877,80000,1,2,2,30,31299
17878,20000,1,2,2,27,15993
17879,50000,1,2,2,28,8608
17880,80000,1,3,2,27,0
17881,150000,1,1,1,27,390
17882,60000,1,2,2,27,26437
17883,220000,1,2,2,28,59247
17884,10000,1,3,2,23,5807
17885,50000,1,2,2,26,49586
17886,50000,1,1,2,26,48924
17887,220000,1,1,2,28,22399
17888,450000,1,1,2,29,1261
17889,240000,1,2,1,33,172618
17890,5.00E+05,1,2,2,29,39345
17891,170000,1,1,2,28,56061
17892,1.00E+05,1,2,2,29,43531
17893,60000,1,1,2,29,816
17894,2.00E+05,1,1,2,30,6589
17895,2.00E+05,1,2,2,27,189605
17896,20000,1,1,2,28,3202
17897,40000,1,2,2,27,41520
17898,110000,1,1,2,27,87487
17899,10000,1,2,1,27,10128
17900,1.00E+05,1,2,2,28,32480
17901,50000,1,2,2,28,52753
17902,30000,1,3,2,28,11064
17903,30000,1,2,2,28,0
17904,50000,1,2,1,29,400
17905,20000,1,3,2,29,5957
17906,50000,1,2,2,30,26666
17907,60000,1,2,2,28,61743
17908,50000,1,2,2,32,1473
17909,130000,1,3,1,34,69388
17910,20000,1,2,2,25,14193
17911,1.00E+05,1,2,2,28,58566
17912,20000,1,2,1,38,8337
17913,150000,1,3,2,44,151009
17914,70000,1,1,2,33,62615
17915,250000,1,1,1,40,7351
17916,50000,1,3,1,32,38023
17917,90000,1,2,1,34,86371
17918,90000,1,2,2,32,73814
17919,120000,1,1,2,33,87310
17920,240000,1,2,2,25,24640
17921,50000,1,2,2,25,43785
17922,1.00E+05,1,2,1,29,81839
17923,390000,1,3,1,49,282849
17924,50000,1,3,1,36,47097
17925,40000,1,2,1,44,24262
17926,190000,1,2,1,38,194670
17927,10000,1,2,1,40,1050
17928,10000,1,2,1,44,6696
17929,180000,1,1,2,30,4027
17930,230000,1,2,2,31,170041
17931,20000,1,2,2,31,12214
17932,230000,1,2,2,32,253935
17933,2.00E+05,1,1,2,32,190530
17934,470000,1,1,2,34,57566
17935,150000,1,1,3,45,108434
17936,70000,1,3,1,37,71742
17937,50000,1,2,2,37,49473
17938,80000,1,1,2,35,75734
17939,330000,1,1,1,40,309055
17940,140000,1,2,2,33,133336
17941,70000,1,2,2,44,43314
17942,280000,1,2,2,32,35038
17943,150000,1,3,2,30,80220
17944,80000,1,2,1,35,79875
17945,120000,1,1,1,42,7722
17946,50000,1,2,1,45,14488
17947,230000,1,2,1,43,3472
17948,160000,1,2,2,36,0
17949,50000,1,3,2,37,28951
17950,1.00E+05,1,3,1,49,82214
17951,2.00E+05,1,2,1,43,94529
17952,170000,1,2,1,36,158954
17953,50000,1,2,1,43,25387
17954,2.00E+05,1,3,1,46,0
17955,2.00E+05,1,2,1,39,1543
17956,50000,1,3,2,41,43383
17957,50000,1,3,2,45,35962
17958,3.00E+05,1,2,1,39,29997
17959,130000,1,2,2,32,21395
17960,80000,1,1,2,33,67206
17961,120000,1,1,2,34,32773
17962,140000,1,1,2,32,130134
17963,220000,1,1,2,48,113061
17964,70000,1,2,2,32,71336
17965,20000,1,3,2,45,18416
17966,2.00E+05,1,1,1,49,0
17967,20000,1,2,1,31,6313
17968,510000,1,1,2,32,63573
17969,450000,1,1,2,34,42713
17970,50000,1,2,1,34,45459
17971,120000,1,2,3,48,61673
17972,50000,1,3,1,45,0
17973,280000,1,2,2,31,4821
17974,30000,1,1,2,33,22303
17975,20000,1,2,1,35,5659
17976,80000,1,2,1,42,78216
17977,120000,1,2,1,45,52574
17978,370000,1,2,1,38,189567
17979,50000,1,2,2,45,30359
17980,20000,1,3,2,39,30892
17981,160000,1,2,1,36,59675
17982,170000,1,3,2,44,167077
17983,1.00E+05,1,2,2,36,2069
17984,210000,1,1,1,42,2827
17985,1.00E+05,1,3,2,32,54483
17986,230000,1,1,1,33,213859
17987,240000,1,1,1,38,6333
17988,240000,1,3,2,36,135053
17989,50000,1,2,3,48,42850
17990,80000,1,2,1,46,79707
17991,50000,1,3,2,41,94962
17992,50000,1,2,1,36,43900
17993,440000,1,1,2,37,186061
17994,220000,1,3,2,42,26595
17995,70000,1,1,2,30,16163
17996,240000,1,1,2,32,3162
17997,360000,1,3,2,42,52460
17998,360000,1,1,2,32,8971
17999,80000,1,1,2,33,251594
18000,30000,1,2,2,36,13208
18001,160000,1,2,2,37,99793
18002,150000,1,2,2,39,155896
18003,1.00E+05,1,2,2,30,55776
18004,70000,1,2,2,33,26181
18005,3.00E+05,1,2,2,35,242168
18006,90000,1,2,1,39,26493
18007,8.00E+05,1,1,2,46,6229
18008,360000,1,2,2,40,36560
18009,90000,1,2,1,41,86699
18010,3.00E+05,1,3,2,43,303747
18011,30000,1,3,1,46,19523
18012,50000,1,2,2,37,48566
18013,110000,1,2,1,30,54404
18014,80000,1,1,2,37,155342
18015,140000,1,2,1,31,134039
18016,50000,1,2,1,44,48659
18017,20000,1,3,2,40,13195
18018,50000,1,3,2,46,48060
18019,50000,1,1,2,34,0
18020,130000,1,2,1,48,120326
18021,90000,1,2,1,45,46608
18022,30000,1,3,1,44,2180
18023,50000,1,2,1,49,33346
18024,170000,1,1,1,39,0
18025,290000,1,1,2,31,45021
